SurveyDescriptionID,StudyName,SiteName,FriendlySiteName,TaxaID,Genus,Species,CommonName,SurveyDate,Primary,Secondary,SpeciesDetected,BodyLength,Mass,AgeCode,Age,Sex,SexCode,MarkType,IDTypeDesc,AnimalMark/ID,CaptureNotes,Hg_barcode,TissueTypeID,TissueDesc,Swab_barcode,Bd,Ct_Bd,Bsal,Ct_Bsal,TissueMeHg,TotalHg,SiteID,IAID,TaxaObservationID,CollectionID_tissue,CollectionID_swab
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,15.2,A,Adult,Male,1,2,PIT tag,900043000132975,,,,,1700100697,pos,33.900,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_70,TOID_GS\pkleeman_666922077_70,,CID_5836D2D8-3E2E-4039-B899-F1647F00981F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,15.2,A,Adult,Male,1,2,PIT tag,900043000132975,,,,,1700100697,pos,39.080,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_70,TOID_GS\pkleeman_666922077_70,,CID_5836D2D8-3E2E-4039-B899-F1647F00981F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/10/18,1,1,Y,59,21.7,A,Adult,Female,2,2,PIT tag,900043000132816,,,,,1700100658,pos,33.830,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_3,TOID_GS\pkleeman_666905199_3,,CID_7B85D3CD-CEB9-4E86-93B5-5CE7AD95E29F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/10/18,1,1,Y,59,21.7,A,Adult,Female,2,2,PIT tag,900043000132816,,,,,1700100658,pos,35.745,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_3,TOID_GS\pkleeman_666905199_3,,CID_7B85D3CD-CEB9-4E86-93B5-5CE7AD95E29F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,75,56.2,A,Adult,Female,2,2,PIT tag,900067000061891,,,,,1700100664,pos,33.593,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_23,TOID_GS\pkleeman_666905199_23,,CID_90587E0A-3C6C-42F8-A0B6-3544F51D10C4.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,75,56.2,A,Adult,Female,2,2,PIT tag,900067000061891,,,,,1700100664,pos,32.298,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_23,TOID_GS\pkleeman_666905199_23,,CID_90587E0A-3C6C-42F8-A0B6-3544F51D10C4.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,46,10,SA,Subadult,Unknown,99,2,PIT tag,982126053022068,,19ARMI2683,5,Toeclip/Tailclip,1801100263,pos,33.162,"neg,neg",0,29.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_220,TOID_GS\jrowe_688839782_220,CID_EBDB14DE-2256-4AAE-BCF4-6CB3365D0387.t,CID_EBDB14DE-2256-4AAE-BCF4-6CB3365D0387.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,46,10,SA,Subadult,Unknown,99,2,PIT tag,982126053022068,,19ARMI2683,5,Toeclip/Tailclip,1801100263,pos,33.708,"neg,neg",0,29.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_220,TOID_GS\jrowe_688839782_220,CID_EBDB14DE-2256-4AAE-BCF4-6CB3365D0387.t,CID_EBDB14DE-2256-4AAE-BCF4-6CB3365D0387.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,60,24,A,Adult,Female,2,2,PIT tag,982126053081585,,19ARMI2719,5,Toeclip/Tailclip,1801100262,pos,33.092,"neg,neg",0,21.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_207,TOID_GS\jrowe_688839782_207,CID_4DDA9563-C3E5-4C4D-BF76-9236185ACE94.t,CID_4DDA9563-C3E5-4C4D-BF76-9236185ACE94.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,60,24,A,Adult,Female,2,2,PIT tag,982126053081585,,19ARMI2719,5,Toeclip/Tailclip,1801100262,pos,31.808,"neg,neg",0,21.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_207,TOID_GS\jrowe_688839782_207,CID_4DDA9563-C3E5-4C4D-BF76-9236185ACE94.t,CID_4DDA9563-C3E5-4C4D-BF76-9236185ACE94.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,51,14.7,A,Adult,Male,1,2,PIT tag,900043000132941,,,,,1800400064,pos,32.670,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_141,TOID_GS\pkleeman_666922077_141,,CID_D8D7E67B-3779-427F-9242-121F7B109EA2.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,51,14.7,A,Adult,Male,1,2,PIT tag,900043000132941,,,,,1800400064,pos,34.178,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_141,TOID_GS\pkleeman_666922077_141,,CID_D8D7E67B-3779-427F-9242-121F7B109EA2.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,48,13.3,A,Adult,Male,1,2,PIT tag,900043000132835,,,,,1700100696,pos,32.581,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_62,TOID_GS\pkleeman_666922077_62,,CID_5F72EB9B-DF4F-4E33-896E-6C37E7E1DA99.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,48,13.3,A,Adult,Male,1,2,PIT tag,900043000132835,,,,,1700100696,pos,33.237,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_62,TOID_GS\pkleeman_666922077_62,,CID_5F72EB9B-DF4F-4E33-896E-6C37E7E1DA99.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/21/18,1,4,Y,51,14.9,A,Adult,Male,1,2,PIT tag,900067000061814,,,,,1700100635,pos,32.251,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_34,TOID_GS\pkleeman_666922077_34,,CID_C31384C2-E578-4DFD-8B2A-668E697ACD20.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/21/18,1,4,Y,51,14.9,A,Adult,Male,1,2,PIT tag,900067000061814,,,,,1700100635,pos,33.607,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_34,TOID_GS\pkleeman_666922077_34,,CID_C31384C2-E578-4DFD-8B2A-668E697ACD20.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-C,1,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,53,16,A,Adult,Female,2,2,PIT tag,982126053022477,,19ARMI2722,5,Toeclip/Tailclip,1801100258,pos,31.739,"neg,neg","0.000,0.000",19.5,,SiteID_GS\jrowe_608130378,IAID_GS\jrowe_688839782_218,TOID_GS\jrowe_688839782_218,CID_28DAB7B3-716A-45DF-8EC9-8DB4AEAAD354.t,CID_28DAB7B3-716A-45DF-8EC9-8DB4AEAAD354.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-C,1,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,53,16,A,Adult,Female,2,2,PIT tag,982126053022477,,19ARMI2722,5,Toeclip/Tailclip,1801100258,pos,35.038,"neg,neg","0.000,0.000",19.5,,SiteID_GS\jrowe_608130378,IAID_GS\jrowe_688839782_218,TOID_GS\jrowe_688839782_218,CID_28DAB7B3-716A-45DF-8EC9-8DB4AEAAD354.t,CID_28DAB7B3-716A-45DF-8EC9-8DB4AEAAD354.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/12/18,1,3,Y,74,60,A,Adult,Female,2,2,PIT tag,900043000100966,,,,,1700100674,pos,31.587,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_28,TOID_GS\pkleeman_666905199_28,,CID_7AF9AA45-427A-4C06-9AB7-24807EB93C22.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/12/18,1,3,Y,74,60,A,Adult,Female,2,2,PIT tag,900043000100966,,,,,1700100674,pos,31.611,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_28,TOID_GS\pkleeman_666905199_28,,CID_7AF9AA45-427A-4C06-9AB7-24807EB93C22.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,49,11,NA,N/A,Unknown,99,2,PIT tag,982126053061660,,19ARMI2691,5,Toeclip/Tailclip,1801100268,pos,31.578,"neg,neg","0.000,0.000",27.7,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_219,TOID_GS\jrowe_688839782_219,CID_0AD1DE49-6895-4F99-9612-34AA0A74C2F3.t,CID_0AD1DE49-6895-4F99-9612-34AA0A74C2F3.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,49,11,NA,N/A,Unknown,99,2,PIT tag,982126053061660,,19ARMI2691,5,Toeclip/Tailclip,1801100268,pos,34.118,"neg,neg","0.000,0.000",27.7,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_219,TOID_GS\jrowe_688839782_219,CID_0AD1DE49-6895-4F99-9612-34AA0A74C2F3.t,CID_0AD1DE49-6895-4F99-9612-34AA0A74C2F3.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens P1,P1,173615,Notophthalmus,viridescens,Eastern Newt,5/24/19,3,4,Y,39,,A,Adult,Male,1,6,VIE,RRBBRR,,19ARMI0898,,,1903800656,pos,31.551,"neg,neg",,60.2,,SiteID_GS\jefleming_688726644_4,IAID_GS\jefleming_688828209_1374,TOID_GS\jefleming_688828209_1374,CID_64761F5E-58A6-4260-B1EF-2B2B78241F1D.t,CID_64761F5E-58A6-4260-B1EF-2B2B78241F1D.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens P1,P1,173615,Notophthalmus,viridescens,Eastern Newt,5/24/19,3,4,Y,39,,A,Adult,Male,1,6,VIE,RRBBRR,,19ARMI0898,,,1903800656,pos,27.189,"neg,neg",,60.2,,SiteID_GS\jefleming_688726644_4,IAID_GS\jefleming_688828209_1374,TOID_GS\jefleming_688828209_1374,CID_64761F5E-58A6-4260-B1EF-2B2B78241F1D.t,CID_64761F5E-58A6-4260-B1EF-2B2B78241F1D.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/10/18,1,1,Y,81,67,A,Adult,Female,2,2,PIT tag,900043000100936,,,,,1700100659,pos,31.546,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666897242_2,TOID_GS\pkleeman_666897242_2,,CID_49ACA9C5-2497-4FEA-8805-F0CE24B145A1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/10/18,1,1,Y,81,67,A,Adult,Female,2,2,PIT tag,900043000100936,,,,,1700100659,pos,31.337,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666897242_2,TOID_GS\pkleeman_666897242_2,,CID_49ACA9C5-2497-4FEA-8805-F0CE24B145A1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,63,,A,Adult,Male,1,2,PIT tag,985153000043050,,,,,1700100668,pos,31.518,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_25,TOID_GS\pkleeman_666905199_25,,CID_A53248AD-CE85-47F6-AC73-4DC45E917B60.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,63,,A,Adult,Male,1,2,PIT tag,985153000043050,,,,,1700100668,pos,35.984,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_25,TOID_GS\pkleeman_666905199_25,,CID_A53248AD-CE85-47F6-AC73-4DC45E917B60.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,49,12,A,Adult,Unknown,99,2,PIT tag,982126052700254,,19ARMI2710,5,Toeclip/Tailclip,1801100264,pos,31.517,"neg,neg",0,30.8,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_208,TOID_GS\jrowe_688839782_208,CID_355A07DB-673B-4B6F-95FD-31079028C12D.t,CID_355A07DB-673B-4B6F-95FD-31079028C12D.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,49,12,A,Adult,Unknown,99,2,PIT tag,982126052700254,,19ARMI2710,5,Toeclip/Tailclip,1801100264,pos,35.099,"neg,neg",0,30.8,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_208,TOID_GS\jrowe_688839782_208,CID_355A07DB-673B-4B6F-95FD-31079028C12D.t,CID_355A07DB-673B-4B6F-95FD-31079028C12D.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,66,32.5,A,Adult,Female,2,2,PIT tag,989001002932174,Dom veg=rock,19ARMI2706,5,Toeclip/Tailclip,1801100266,pos,31.125,"neg,neg",0,44.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_210,TOID_GS\jrowe_688839782_210,CID_023A2A21-80B1-4A51-99AB-D16A72F6F3B1.t,CID_023A2A21-80B1-4A51-99AB-D16A72F6F3B1.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,66,32.5,A,Adult,Female,2,2,PIT tag,989001002932174,Dom veg=rock,19ARMI2706,5,Toeclip/Tailclip,1801100266,pos,31.225,"neg,neg",0,44.6,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_210,TOID_GS\jrowe_688839782_210,CID_023A2A21-80B1-4A51-99AB-D16A72F6F3B1.t,CID_023A2A21-80B1-4A51-99AB-D16A72F6F3B1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,45,9.8,A,Adult,Male,1,2,PIT tag,900043000132857,,,,,1800400058,pos,31.002,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_133,TOID_GS\pkleeman_666922077_133,,CID_4B810CD0-64CC-49E7-8F95-BAF1D26A7C75.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,45,9.8,A,Adult,Male,1,2,PIT tag,900043000132857,,,,,1800400058,pos,32.008,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_133,TOID_GS\pkleeman_666922077_133,,CID_4B810CD0-64CC-49E7-8F95-BAF1D26A7C75.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,41,,A,Adult,Male,1,6,VIE,XXBX,,,,,1801300493,pos,30.930,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_537,TOID_GS\jefleming_688827053_537,,CID_B20F3307-E4DE-47A2-840A-81A7A3BB1DB0.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,41,,A,Adult,Male,1,6,VIE,XXBX,,,,,1801300493,pos,31.633,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_537,TOID_GS\jefleming_688827053_537,,CID_B20F3307-E4DE-47A2-840A-81A7A3BB1DB0.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,59,23.9,A,Adult,Female,2,2,PIT tag,900043000132899,,,,,1700100650,pos,30.529,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_49,TOID_GS\pkleeman_666922077_49,,CID_6D23C7F1-0823-46AD-9AD2-719EE9BA6355.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,59,23.9,A,Adult,Female,2,2,PIT tag,900043000132899,,,,,1700100650,pos,31.083,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_49,TOID_GS\pkleeman_666922077_49,,CID_6D23C7F1-0823-46AD-9AD2-719EE9BA6355.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,56,19.2,A,Adult,Male,1,2,PIT tag,900067000061888,,,,,1800400062,pos,29.931,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_152,TOID_GS\pkleeman_666922077_152,,CID_AC8672A9-CEB4-4598-941C-5BFE144DD5AD.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,56,19.2,A,Adult,Male,1,2,PIT tag,900067000061888,,,,,1800400062,pos,28.977,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_152,TOID_GS\pkleeman_666922077_152,,CID_AC8672A9-CEB4-4598-941C-5BFE144DD5AD.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,11.5,A,Adult,Female,2,2,PIT tag,900043000132840,,,,,1700100699,pos,29.474,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_63,TOID_GS\pkleeman_666922077_63,,CID_737B8749-D863-4D91-87D4-6E062C2F5FF1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,11.5,A,Adult,Female,2,2,PIT tag,900043000132840,,,,,1700100699,pos,28.897,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_63,TOID_GS\pkleeman_666922077_63,,CID_737B8749-D863-4D91-87D4-6E062C2F5FF1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,62,26.1,A,Adult,Female,2,2,PIT tag,900043000100874,,,,,1700100639,pos,28.531,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_41,TOID_GS\pkleeman_666922077_41,,CID_0A3D0D38-3C1F-4AEF-8E37-B57C83962566.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,62,26.1,A,Adult,Female,2,2,PIT tag,900043000100874,,,,,1700100639,pos,30.329,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_41,TOID_GS\pkleeman_666922077_41,,CID_0A3D0D38-3C1F-4AEF-8E37-B57C83962566.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,47,12.5,A,Adult,Male,1,2,PIT tag,900043000100937,,,,,1700100642,pos,28.337,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_44,TOID_GS\pkleeman_666922077_44,,CID_D2DC2DE7-A2EF-4BF8-9983-4700C2FD0B0F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,47,12.5,A,Adult,Male,1,2,PIT tag,900043000100937,,,,,1700100642,pos,36.860,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_44,TOID_GS\pkleeman_666922077_44,,CID_D2DC2DE7-A2EF-4BF8-9983-4700C2FD0B0F.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/17/18,2,2,Y,49,11.2,A,Adult,Male,1,2,PIT tag,900043000132968,,,,,1800400029,pos,28.166,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_97,TOID_GS\pkleeman_666922077_97,,CID_356F60D1-BF4B-42D7-B48C-B65C8BF1EAD4.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/17/18,2,2,Y,49,11.2,A,Adult,Male,1,2,PIT tag,900043000132968,,,,,1800400029,pos,29.967,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_97,TOID_GS\pkleeman_666922077_97,,CID_356F60D1-BF4B-42D7-B48C-B65C8BF1EAD4.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens P1,P1,173615,Notophthalmus,viridescens,Eastern Newt,5/24/19,3,4,Y,42,,A,Adult,Male,1,6,VIE,OOYRRR,,19ARMI0884,,,1903800656,pos,27.189,"neg,neg",,69.2,,SiteID_GS\jefleming_688726644_4,IAID_GS\jefleming_688828209_1373,TOID_GS\jefleming_688828209_1373,CID_FA169D88-0BA9-4746-9351-D95C3AB846D3.t,CID_FA169D88-0BA9-4746-9351-D95C3AB846D3.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens P1,P1,173615,Notophthalmus,viridescens,Eastern Newt,5/24/19,3,4,Y,42,,A,Adult,Male,1,6,VIE,OOYRRR,,19ARMI0884,,,1903800656,pos,31.551,"neg,neg",,69.2,,SiteID_GS\jefleming_688726644_4,IAID_GS\jefleming_688828209_1373,TOID_GS\jefleming_688828209_1373,CID_FA169D88-0BA9-4746-9351-D95C3AB846D3.t,CID_FA169D88-0BA9-4746-9351-D95C3AB846D3.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-C,1,173450,Rana,cascadae,Cascades Frog,8/14/19,1,2,Y,44,7,SA,Subadult,Unknown,99,2,PIT tag,982126053061371,,19ARMI2692,5,Toeclip/Tailclip,1903200003,pos,26.182,"neg,neg","0.000,0.000",24.4,,SiteID_GS\jrowe_608130378,IAID_GS\jrowe_688839782_248,TOID_GS\jrowe_688839782_248,CID_F22C7CCF-EDBB-4C46-9BC6-D40E14CE73B8.t,CID_F22C7CCF-EDBB-4C46-9BC6-D40E14CE73B8.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-C,1,173450,Rana,cascadae,Cascades Frog,8/14/19,1,2,Y,44,7,SA,Subadult,Unknown,99,2,PIT tag,982126053061371,,19ARMI2692,5,Toeclip/Tailclip,1903200003,pos,26.083,"neg,neg","0.000,0.000",24.4,,SiteID_GS\jrowe_608130378,IAID_GS\jrowe_688839782_248,TOID_GS\jrowe_688839782_248,CID_F22C7CCF-EDBB-4C46-9BC6-D40E14CE73B8.t,CID_F22C7CCF-EDBB-4C46-9BC6-D40E14CE73B8.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens SC38,SC38,173615,Notophthalmus,viridescens,Eastern Newt,5/22/19,2,3,Y,36,,A,Adult,,,9,Other,NA,Given a mark now. Tail was clipped when caught. From 5/21/19? Assigned a code but never marked.,,,,1903800548,pos,23.463,"neg,neg",,,,SiteID_GS\jefleming_688726644_3,IAID_GS\jefleming_688828219_6466,TOID_GS\jefleming_688828219_6466,,CID_687E3D43-2CAC-493D-85B7-A0AB72FDCE83.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens SC38,SC38,173615,Notophthalmus,viridescens,Eastern Newt,5/22/19,2,3,Y,36,,A,Adult,,,9,Other,NA,Given a mark now. Tail was clipped when caught. From 5/21/19? Assigned a code but never marked.,,,,1903800548,pos,38.524,"neg,neg",,,,SiteID_GS\jefleming_688726644_3,IAID_GS\jefleming_688828219_6466,TOID_GS\jefleming_688828219_6466,,CID_687E3D43-2CAC-493D-85B7-A0AB72FDCE83.s
802,"ARMI Disease Study, CMR, Midwest - Biology",Kettle Moraine State Forest EC1,EmmaCarlin1,173615,Notophthalmus,viridescens,Eastern Newt,5/21/19,2,2,Y,31,,A,Adult,Male,1,1,Pattern recognition,1904600223,,19ARMI2407,14,Tailclip,1904600223,pos,28.048,"neg,neg,neg,neg",,12.3,,SiteID_GS\mwinzeler_687543197,IAID_GS\mwinzeler_688827522_391,TOID_GS\mwinzeler_688827522_391,CID_4412A14A-DB84-43FB-92FE-7C8B5A0DCF22.t,CID_4412A14A-DB84-43FB-92FE-7C8B5A0DCF22.s
