MasterSite,SiteName,FriendlySiteName,Genus,Species,SPEC,SurveyDate,Primary,Secondary,SecNumConsec,Captures,Model,Reason
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/19/19,2,1,15,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/20/19,2,2,16,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/21/19,2,3,17,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/22/19,2,4,18,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/23/19,2,5,19,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/22/20,1,1,20,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/23/20,1,2,21,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/24/20,1,3,22,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/25/20,1,4,23,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/26/20,1,5,24,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/3/20,2,1,25,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/4/20,2,2,26,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/5/20,2,3,27,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/6/20,2,4,28,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/7/20,2,5,29,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/28/21,1,1,30,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/29/21,1,2,31,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,6/30/21,1,3,32,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/1/21,1,4,33,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/2/21,1,5,34,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/2/21,2,1,35,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/3/21,2,2,36,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/4/21,2,3,37,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/5/21,2,4,38,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,8/6/21,2,5,39,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/25/22,1,1,40,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/26/22,1,2,41,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/27/22,1,3,42,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/28/22,1,4,43,1,1,
FoxCreek,P-850B/C,P-850B/C,Rana,boylii,RABO,7/29/22,1,5,44,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/18/18,1,1,1,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/19/18,1,2,2,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/20/18,1,3,3,0,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/21/18,1,4,4,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/22/18,1,5,5,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/16/18,2,1,6,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/18/18,2,3,7,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/19/18,2,4,8,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/20/18,2,5,9,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/15/19,1,1,10,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/16/19,1,2,11,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/17/19,1,3,12,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/18/19,1,4,13,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/19/19,1,5,14,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/19/19,2,1,15,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/20/19,2,2,16,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/21/19,2,3,17,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/22/19,2,4,18,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/23/19,2,5,19,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/22/20,1,1,20,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/23/20,1,2,21,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/24/20,1,3,22,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/25/20,1,4,23,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/26/20,1,5,24,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/3/20,2,1,25,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/4/20,2,2,26,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/5/20,2,3,27,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/6/20,2,4,28,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/7/20,2,5,29,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/28/21,1,1,30,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/29/21,1,2,31,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,6/30/21,1,3,32,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/1/21,1,4,33,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/2/21,1,5,34,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/2/21,2,1,35,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/3/21,2,2,36,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/4/21,2,3,37,0,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,8/5/21,2,4,38,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/25/22,1,1,39,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/26/22,1,2,40,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/27/22,1,3,41,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/28/22,1,4,42,1,1,
FoxCreek,P-850D,P-850D,Rana,boylii,RABO,7/29/22,1,5,43,1,1,
GreenMountains,Green Mountains 2,GM2,Notophthalmus,viridescens,NOVI,5/31/18,1,1,1,1,0,Site Abandoned
GreenMountains,Green Mountains 2,GM2,Notophthalmus,viridescens,NOVI,6/1/18,1,2,2,1,0,Site Abandoned
GreenMountains,Green Mountains 2,GM2,Notophthalmus,viridescens,NOVI,6/18/18,2,1,3,1,0,Site Abandoned
GreenMountains,Green Mountains 2,GM2,Notophthalmus,viridescens,NOVI,6/19/18,2,2,4,1,0,Site Abandoned
GreenMountains,Green Mountains 2,GM2,Notophthalmus,viridescens,NOVI,6/27/18,3,1,5,1,0,Site Abandoned
GreenMountains,Green Mountains 3,GM3,Notophthalmus,viridescens,NOVI,5/29/18,1,1,1,1,0,Site Abandoned
GreenMountains,Green Mountains 3,GM3,Notophthalmus,viridescens,NOVI,5/30/18,1,2,2,1,0,Site Abandoned
GreenMountains,Green Mountains 3,GM3,Notophthalmus,viridescens,NOVI,6/11/18,2,1,3,1,0,Site Abandoned
GreenMountains,Green Mountains 3,GM3,Notophthalmus,viridescens,NOVI,6/12/18,2,2,4,1,0,Site Abandoned
GreenMountains,Green Mountains 3,GM3,Notophthalmus,viridescens,NOVI,6/26/18,3,1,5,1,0,Site Abandoned
GreenMountains,Green Mountains 4,GM4,Notophthalmus,viridescens,NOVI,5/21/18,1,1,1,1,0,Site Abandoned
GreenMountains,Green Mountains 4,GM4,Notophthalmus,viridescens,NOVI,5/22/18,1,2,2,1,0,Site Abandoned
GreenMountains,Green Mountains 8,GM8,Notophthalmus,viridescens,NOVI,5/23/18,1,1,1,1,0,Site Abandoned
GreenMountains,Green Mountains 8,GM8,Notophthalmus,viridescens,NOVI,5/24/18,1,2,2,1,0,Site Abandoned
GreenMountains,Green Mountains 8,GM8,Notophthalmus,viridescens,NOVI,6/14/18,2,1,3,1,0,Site Abandoned
GreenMountains,Green Mountains 8,GM8,Notophthalmus,viridescens,NOVI,6/15/18,2,2,4,1,0,Site Abandoned
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/15/18,1,1,1,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/16/18,1,2,2,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/17/18,1,3,3,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/22/19,2,1,4,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/23/19,2,2,5,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/24/19,2,3,6,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/25/19,2,4,7,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/22/20,3,1,8,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/23/20,3,2,9,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/24/20,3,3,10,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/25/20,3,4,11,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/13/20,4,1,12,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/14/20,4,2,13,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/15/20,4,3,14,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/16/20,4,4,15,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/19/20,5,1,16,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/20/20,5,2,17,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/21/20,5,3,18,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/21/21,6,1,19,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/22/21,6,2,20,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/23/21,6,3,21,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/24/21,6,4,22,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/19/21,7,1,23,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/20/21,7,2,24,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/21/21,7,3,25,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/16/21,8,1,26,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/20/21,8,2,27,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/23/21,8,3,28,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/24/21,8,4,29,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/6/22,9,1,30,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/7/22,9,2,31,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/8/22,9,3,32,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,6/9/22,9,4,33,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/11/22,10,1,34,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/12/22,10,2,35,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,7/13/22,10,3,36,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/22/22,11,1,37,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/23/22,11,2,38,1,1,
JonesPond,Jones Pond at Lubrecht,JP,Rana,luteiventris,RALU,8/24/22,11,3,39,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/2/18,1,1,1,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/3/18,1,2,2,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/4/18,1,3,3,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/9/19,2,1,4,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/10/19,2,2,5,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/14/19,2,3,6,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/16/20,3,1,7,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/17/20,3,2,8,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/18/20,3,3,9,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/25/20,3,4,10,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/10/21,4,1,11,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/11/21,4,2,12,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/13/21,4,3,13,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,6/21/21,5,1,14,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/15/22,1,1,15,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/16/22,1,2,16,1,1,
JonesPond,Jones Pond at Lubrecht Forest,JP,Anaxyrus,boreas,ANBO,5/17/22,1,3,17,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/30/18,1,1,1,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/1/18,1,2,2,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/2/18,1,3,3,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/3/18,1,4,4,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/21/18,2,1,5,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/23/18,2,3,6,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/24/18,2,4,7,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/11/18,3,1,8,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/12/18,3,2,9,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/13/18,3,2,10,0,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/14/18,3,4,11,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/29/19,1,1,12,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/30/19,1,2,13,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/1/19,1,3,14,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/2/19,1,4,15,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/20/19,2,1,16,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/21/19,2,2,17,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/22/19,2,3,18,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/23/19,2,4,19,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/10/19,3,1,20,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/11/19,3,2,21,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/12/19,3,3,22,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/13/19,3,4,23,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/4/20,1,1,24,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/5/20,1,2,25,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/6/20,1,3,26,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/7/20,1,4,27,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/26/20,2,1,28,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/27/20,2,2,29,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/28/20,2,3,30,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/29/20,2,4,31,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/15/20,3,1,32,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/16/20,3,2,33,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/17/20,3,3,34,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/18/20,3,4,35,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/27/21,1,1,36,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/28/21,1,2,37,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/29/21,1,3,38,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/18/21,2,1,39,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/19/21,2,2,40,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/20/21,2,3,41,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/15/21,3,1,42,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/16/21,3,2,43,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/17/21,3,3,44,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/23/21,3,4,45,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/25/22,1,1,46,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/26/22,1,2,47,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/27/22,1,3,48,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,4/28/22,1,4,49,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/16/22,2,1,50,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/17/22,2,2,51,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/18/22,2,3,52,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,5/19/22,2,4,53,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/14/22,3,1,54,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/15/22,3,2,55,1,1,
KettleMoraine,Kettle Moraine State Forest EC1,EmmaCarlin1,Notophthalmus,viridescens,NOVI,6/16/22,3,3,56,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,4/30/18,1,1,1,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/2/18,1,3,2,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/23/18,2,3,,1,0,No Individuals Marked
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,6/14/18,3,4,,1,0,No Individuals Marked
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/1/19,2,2,3,0,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/21/19,2,2,4,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,6/11/19,3,2,5,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/5/20,1,2,6,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/6/20,1,3,7,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/7/20,1,3,8,0,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/27/20,1,3,9,0,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/28/20,2,3,10,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/29/20,2,4,11,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,6/17/20,3,3,12,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,6/18/20,3,4,13,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,4/27/21,1,1,14,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,4/28/21,1,2,15,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,4/29/21,1,3,16,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/18/21,2,2,17,0,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/19/21,2,2,18,1,1,
KettleMoraine,Kettle Moraine State Forest EC2,EmmaCarlin2,Notophthalmus,viridescens,NOVI,5/20/21,2,2,19,0,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,4/30/18,1,1,,1,0,No Individuals Marked
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/2/18,1,1,1,0,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/21/18,2,1,2,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/11/18,3,1,,1,0,No Individuals Marked
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/2/19,1,4,3,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/22/19,2,3,4,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/13/19,3,4,5,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/5/20,1,2,6,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/6/20,1,3,7,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/7/20,1,4,8,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/27/20,2,2,9,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/28/20,2,3,10,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,5/29/20,2,4,11,1,1,
KettleMoraine,Kettle Moraine State Forest EC3,EmmaCarlin3,Notophthalmus,viridescens,NOVI,6/16/20,3,2,12,1,1,
