Site,SubSite,CaptureDate,Species	,IndividualID,MassG,Sex,Age,SVLmm,BdSample,SwabLost,SwabID,BdResult,TrgetCopies/swb,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
FoxCreek,P-850A,6/28/2021,RABO,,5,U,J,36,Y,0,2100600058,pos,755.3638904,,"Not tagged, too small, but we swabbed before realizing how small it was.",0,1,not tagged,
SummitMeadow,Y-1526A,9/4/2019,RASI,985153000043060,64,F,A,80,Y,0,1902600376,pos,2971.712338,,,0,0,,
SummitMeadow,Y-1526A,7/27/2019,RASI,985153000043060,55,F,A,77,Y,0,1902600268,pos,16115.64407,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,985153000043060,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,985153000043060,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/22/2020,RASI,985153000043060,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/4/2019,RASI,985153000043058,9.1,,,,Y,1,1902600379,,,,Missing bd,0,0,,
SummitMeadow,Y-1526,7/23/2019,RASI,985153000043058,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,985153000043058,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/11/2018,RASI,985153000043050,,M,A,63,Y,1,1700100668,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-029,9/5/2019,RASI,985153000042692,52.4,F,A,78,Y,0,1902600413,pos,7167.511738,,,0,0,,
SummitMeadow,Y-029,8/22/2020,RASI,985153000042692,50.4,F,A,76,Y,0,2000800357,pos,1595.175548,,,0,0,,
SummitMeadow,Y-029,7/21/2020,RASI,985153000042692,47.6,F,A,76,Y,0,2000800192,pos,3638.334248,20ARMI1801,,0,0,,
SummitMeadow,Y-029,9/6/2019,RASI,985153000042692,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/7/2019,RASI,985153000042692,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/10/2018,RASI,985153000042692,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/23/2020,RASI,985153000042658,34.4,M,A,68,Y,0,2000800196,pos,5080.610625,,,0,0,,
SummitMeadow,Y-1526A,8/21/2020,RASI,985153000042658,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,7/10/2018,RASI,985153000042653,51.5,F,A,75,Y,0,1700100652,pos,21779.88581,,,0,0,,
SummitMeadow,Y-1687,8/22/2020,RASI,985153000042652,58,F,A,75,Y,0,2000800359,neg,0,20ARMI1814,,0,0,,
SummitMeadow,Y-029,7/22/2020,RASI,985153000042622,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,8/21/2020,RASI,985153000042622,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,8/22/2020,RASI,985153000042622,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,7/25/2020,RASI,985153000042583,34.3,M,A,66,Y,0,2000800198,neg,0,,,0,0,,
SummitMeadow,Y-1687,9/7/2018,RASI,985153000042562,63.2,F,A,78,Y,0,1800400113,pos,1249.004586,,,0,0,,
SummitMeadow,Y-1687,9/6/2019,RASI,985153000042562,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/24/2020,RASI,985153000042562,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2019,RASI,985153000042556,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,985153000042556,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/7/2019,RASI,985153000042531,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/19/2020,RASI,985153000042531,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/8/2018,RASI,985153000042505,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,985153000042405,49.3,F,A,71,Y,0,1800400091,neg,0,,Urostyle sticking up; SVL unflattened,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,985153000042405,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/19/2020,RASI,985153000040196,52.7,F,A,74,Y,0,2000800349,pos,79.60567458,20ARMI1804,,0,0,,
SummitMeadow,Y-1526A,9/6/2019,RASI,985153000040196,59.9,,,,Y,1,1902600417,,,,Missing bd,0,0,,
SummitMeadow,Y-1526A,8/22/2020,RASI,985153000040196,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/14/2018,RASI,985153000040164,29,M,A,64,Y,0,1700100692,neg,0,,Huge nuptial pads.,0,0,,
SummitMeadow,Y-1687,7/13/2018,RASI,985153000040164,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/4/2019,RASI,985153000040088,36.6,M,A,65,Y,0,1902600377,pos,1089.870566,,,0,0,,
SummitMeadow,Y-1526A,9/5/2019,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/24/2020,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/18/2020,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/20/2020,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/21/2021,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/22/2021,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/23/2021,RASI,985153000040088,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/7/2018,RASI,985153000040079,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,8/18/2020,RASI,985153000040079,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/23/2019,RASI,985153000040045,33.5,M,A,64,Y,0,1902600246,pos,892.6123239,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,985153000040045,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/6/2019,RASI,985153000040045,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,7/12/2018,RASI,985153000040024,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/6/2018,RASI,985153000040014,60.4,F,A,76,Y,0,1800400104,neg,0,,,0,0,,
SummitMeadow,Y-1687,7/25/2019,RASI,985153000040014,47.5,F,A,75,Y,0,1902600258,pos,1304.681631,,,0,0,,
SummitMeadow,Y-1687,7/10/2018,RASI,985153000040014,46.9,F,A,67,Y,0,1700100654,neg,0,,Third toe on left forelimb missing.,0,0,,
SummitMeadow,Y-1687,7/11/2018,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/13/2018,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/14/2018,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/7/2018,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/8/2018,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/21/2020,RASI,985153000040014,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/13/2018,RASI,985153000037696,54.2,F,A,76,Y,1,1700100685,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-1687,9/7/2019,RASI,985153000037696,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/20/2020,RASI,985153000037696,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/21/2020,RASI,985153000037696,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/22/2020,RASI,985153000037696,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,985153000037651,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/19/2020,RASI,985153000037635,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,985153000037584,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,7/12/2018,RASI,985153000036580,55.2,F,A,73,Y,0,1700100671,pos,77782.49654,,,0,0,,
SummitMeadow,Y-029,7/13/2018,RASI,985153000036580,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,7/14/2018,RASI,985153000036580,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,9/7/2019,RASI,985153000034739,66,F,A,81,Y,0,1902600421,pos,3057.992953,,,0,0,,
SummitMeadow,Y-1526,7/23/2019,RASI,985153000034739,56,F,A,77,Y,0,1902600249,pos,19239.48794,,,0,0,,
SummitMeadow,Y-1526,7/26/2019,RASI,985153000034739,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,985153000034739,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/5/2018,RASI,985153000034724,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/25/2020,RABO,900067000132867,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,6/26/2020,RABO,900067000132809,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/26/2020,RABO,900067000132799,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/3/2020,RABO,900067000120780,13.6,M,A,48,Y,0,2000800241,neg,0,20ARMI1889,,0,0,,
FoxCreek,P-850A,8/4/2020,RABO,900067000120780,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/5/2021,RABO,900067000120780,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/25/2020,RASI,900067000120779,,F,A,82,Y,0,2000800199,pos,95.3607365,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120778,62,M,A,87,Y,0,1902600069,pos,22766.27927,20ARMI0962,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120778,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120778,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120778,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/23/2020,RABO,900067000120777,10,F,A,51,Y,0,2000800149,neg,0,20ARMI1877,,0,0,,
FoxCreek,P-850A,8/3/2020,RABO,900067000120777,17.8,F,A,48,Y,0,2000800201,neg,0,,,0,0,,
FoxCreek,P-850A,8/4/2020,RABO,900067000120777,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/30/2021,RABO,900067000120777,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,7/1/2021,RABO,900067000120777,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/6/2020,RABO,900067000120776,7,M,A,43,Y,0,2000800255,pos,346.1772867,20ARMI1901,,0,0,,
FoxCreek,P-850A,6/25/2020,RABO,900067000120775,13.3,F,A,50,Y,0,2000800160,neg,0,,,0,0,,
FoxCreek,P-850A,6/26/2020,RABO,900067000120775,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/5/2021,RABO,900067000120773,20.7,F,A,59,Y,0,2100600180,neg,0,21ARMI2444,Rusty red pigmented spot on dorsum,1,0,,
FoxCreek,P-850A,8/2/2021,RABO,900067000120772,6.8,M,A,41,Y,0,2100600046,pos,3749.075604,21ARMI2391,,0,0,,
FoxCreek,P-850A,8/2/2021,RABO,900067000120772,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/6/2021,RABO,900067000120772,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120771,66,M,A,87,Y,0,1902600068,neg,0,20ARMI0961,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120771,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120771,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120771,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/5/2020,RABO,900067000120770,11.6,M,A,50,Y,0,2000800248,neg,0,20ARMI1898,,0,0,,
FoxCreek,P-850B/C,6/30/2021,RABO,900067000120770,11.2,M,A,49,Y,0,2100600124,neg,0,,,0,0,,
FoxCreek,P-850B/C,6/25/2020,RABO,900067000120770,10,M,A,44,Y,0,2000800162,neg,0,,,0,0,,
FoxCreek,P-850B/C,7/2/2021,RABO,900067000120770,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,9/6/2019,RASI,900067000120768,55.7,F,A,76,Y,0,1902600415,pos,983.9727962,,,0,0,,
FoxCreek,P-850A,8/4/2020,RABO,900067000120767,13.2,F,A,48,Y,0,2000800249,pos,54277.84919,,,0,0,,
FoxCreek,P-850A,6/23/2020,RABO,900067000120767,9.5,F,A,43,Y,0,2000800148,neg,0,20ARMI1876,,0,0,,
SummitMeadow,Y-1687,7/22/2021,RASI,900067000120766,59.5,F,A,75,Y,0,2100600119,pos,16159.63136,,,0,0,,
SummitMeadow,Y-1687,7/23/2020,RASI,900067000120766,39.6,F,A,71,Y,0,2000800197,neg,0,,,0,0,,
SummitMeadow,Y-1687,8/21/2020,RASI,900067000120766,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/22/2020,RASI,900067000120766,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/21/2021,RASI,900067000120766,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/23/2021,RASI,900067000120766,,,,,N,,,,,20ARMI2355,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120765,62.5,M,A,88,Y,0,1902600062,neg,0,,,0,0,,
SonomaMountain,P-899,4/4/2020,ANBO,900067000120765,65,M,A,87,Y,0,1902600047,neg,0,20ARMI0954,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120765,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120765,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120765,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120765,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900067000120764,37.9,,,,Y,1,1902600424,,,,Missing bd,0,0,,
SummitMeadow,Y-1526A,7/22/2021,RASI,900067000120764,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/21/2020,RASI,900067000120763,27.5,M,A,60,Y,0,2000800194,neg,0,,,0,0,,
SummitMeadow,Y-1526A,7/22/2021,RASI,900067000120763,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/7/2020,RABO,900067000120761,6.1,M,A,40,Y,0,2000800343,pos,102.5037667,,,0,0,,
FoxCreek,P-850D,6/29/2021,RABO,900067000120760,10.2,M,A,45,Y,0,2100600092,neg,0,,,0,0,,
FoxCreek,P-850D,8/5/2020,RABO,900067000120760,7.1,M,A,41,Y,0,2000800252,pos,2721.63444,20ARMI1897,,0,0,,
FoxCreek,P-850D,7/2/2021,RABO,900067000120760,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900067000120758,37.8,M,A,68,Y,0,1902600425,pos,7615.660344,,,0,0,,
SummitMeadow,Y-029,8/19/2020,RASI,900067000120757,26.1,M,A,63,Y,0,2000800353,pos,102.3641615,20ARMI1807,,0,0,,
FoxCreek,P-850A,8/7/2020,RABO,900067000120755,6.3,M,J,39,Y,0,2000800345,pos,508.0610625,,,0,0,,
FoxCreek,P-850D,6/23/2020,RABO,900067000120754,12.1,M,A,48,Y,0,2000800142,pos,1141.561256,20ARMI1871,,0,0,,
FoxCreek,P-850D,6/24/2020,RABO,900067000120754,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/25/2020,RABO,900067000120753,17.1,F,A,55,Y,0,2000800188,neg,0,,,0,0,,
FoxCreek,P-850D,8/7/2020,RABO,900067000120753,19.3,F,A,54,Y,0,2000800344,neg,0,,,0,0,,
FoxCreek,P-850B/C,6/30/2021,RABO,900067000120752,,F,A,47,Y,0,2100600122,pos,7310.563161,,,0,0,,
FoxCreek,P-850B/C,6/24/2020,RABO,900067000120750,15.2,F,A,53,Y,0,2000800154,neg,0,20ARMI1880,,0,0,,
FoxCreek,P-850B/C,6/25/2020,RABO,900067000120750,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/5/2020,ANBO,900067000120749,68.3,M,A,87,Y,0,1902600050,pos,189.2739371,20ARMI0956,Small red spot/abrasion on belly,1,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120749,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120749,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120749,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120749,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/5/2019,RASI,900067000120748,25.7,M,A,56,Y,0,1902600406,neg,0,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900067000120748,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,8/21/2020,RASI,900067000120746,36.6,F,A,68,Y,0,2000800356,neg,0,20ARMI1813,Touched frog with bare hand.,0,0,,
FoxCreek,P-850D,8/7/2020,RABO,900067000120745,9.2,F,A,43,Y,0,2000800341,pos,834.3807378,,,0,0,,
FoxCreek,P-850A,6/22/2020,RABO,900067000120744,30.3,F,A,70,Y,0,2000800137,neg,0,20ARMI1867,,0,0,,
SummitMeadow,Y-1526A,8/20/2020,RASI,900067000120743,31.7,F,A,67,Y,0,2000800354,neg,0,20ARMI1808,,0,0,,
SummitMeadow,Y-1526A,9/7/2019,RASI,900067000120743,20.2,F,A,51,Y,0,1902600422,pos,1477.959668,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900067000120743,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120742,63.3,M,A,89,Y,0,1902600061,neg,0,20ARMI0958,,0,0,,
FoxCreek,P-850A,8/3/2020,RABO,900067000120741,16.6,F,A,57,Y,0,2000800200,neg,0,20ARMI1884,,0,0,,
FoxCreek,P-850A,6/22/2020,RABO,900067000120740,23.2,F,A,61,Y,0,2000800136,neg,0,20ARMI1865,,0,0,,
FoxCreek,P-850B/C,8/7/2020,RABO,900067000120738,6.9,M,A,41,Y,0,2000800340,neg,0,,,0,0,,
FoxCreek,P-850D,7/2/2021,RABO,900067000120737,10.5,M,A,47,Y,0,2100600110,neg,0,,,0,0,,
FoxCreek,P-850D,8/6/2020,RABO,900067000120737,7.1,M,A,40,Y,0,2000800334,neg,0,,,0,0,,
FoxCreek,P-850B/C,6/28/2021,RABO,900067000120737,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/6/2020,RABO,900067000120736,6.6,M,A,40,Y,0,2000800330,pos,898.7157114,20ARMI1906,,0,0,,
SummitMeadow,Y-1526A,8/19/2020,RASI,900067000120735,27.8,M,A,66,Y,0,2000800352,pos,280.2563428,20ARMI1806,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900067000120735,19.5,M,A,53,Y,0,1902600426,pos,40768.5721,,,0,0,,
SummitMeadow,Y-1526A,8/18/2020,RASI,900067000120735,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/20/2020,RASI,900067000120735,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/22/2020,RASI,900067000120735,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/25/2020,RABO,900067000120734,14.2,F,A,55,Y,0,2000800165,neg,0,,,0,0,,
FoxCreek,P-850B/C,6/25/2020,RABO,900067000120732,12.2,M,A,47,Y,0,2000800164,neg,0,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120731,54,M,A,80,Y,0,1902600072,neg,0,,Light colored nuptial pads,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120731,53,M,A,80,Y,0,1902600071,neg,0,20ARMI0964,Not dark nuptial pads.,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120731,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120731,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/7/2019,RASI,900067000120730,39,F,A,70,Y,0,1902600420,pos,1113.897377,,,0,0,,
SummitMeadow,Y-029,9/8/2019,RASI,900067000120730,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/4/2020,ANBO,900067000120729,62.2,M,A,85,Y,0,1902600045,neg,0,20ARMI0952,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120729,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120729,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120729,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120729,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120729,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120728,57.5,M,A,83,Y,0,1902600067,neg,0,20ARMI0960,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120728,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/23/2020,RABO,900067000120727,7,M,A,49,Y,0,2000800146,neg,0,20ARMI1875,,0,0,,
FoxCreek,P-850B/C,6/23/2020,RABO,900067000120726,14.5,M,A,55,Y,0,2000800140,neg,0,20ARMI1869,,0,0,,
FoxCreek,P-850B/C,6/24/2020,RABO,900067000120726,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/3/2020,RABO,900067000120725,6.1,,,,N,,,,,20ARMI1883,,0,0,,
FoxCreek,P-850A,8/3/2020,RABO,900067000120725,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/4/2020,RABO,900067000120724,9.7,M,A,43,Y,0,2000800244,neg,0,20ARMI1893,,0,0,,
FoxCreek,P-850B/C,8/5/2020,RABO,900067000120724,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/29/2021,RABO,900067000120723,14.7,F,A,55,Y,0,2100600095,pos,882.9330017,,,0,0,,
FoxCreek,P-850D,6/22/2020,RABO,900067000120723,6.7,,A,41,Y,0,2000800134,pos,431.9971405,19ARMI1863,,0,0,,
FoxCreek,P-850A,8/7/2020,RABO,900067000120722,17.9,M,A,52,Y,0,2000800346,pos,4494.130857,,,0,0,,
SummitMeadow,Y-029,9/5/2019,RASI,900067000120720,22,,,,Y,1,1902600412,,,,Missing bd,0,0,,
FoxCreek,P-850A,8/3/2021,RABO,900067000120719,17.9,F,A,57,Y,0,2100600196,neg,0,,,0,0,,
FoxCreek,P-850A,8/6/2020,RABO,900067000120719,7.7,F,A,40,Y,0,2000800257,neg,0,20ARMI1904,,0,0,,
FoxCreek,P-850A,6/29/2021,RABO,900067000120719,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/5/2021,RABO,900067000120719,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/3/2020,RABO,900067000120718,14.6,F,A,50,Y,0,2000800204,neg,0,20ARMI1886,,0,0,,
FoxCreek,P-850D,8/6/2020,RABO,900067000120717,6.8,M,A,40,Y,0,2000800337,pos,2779.739535,,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120716,72.5,M,A,87,Y,0,1902600058,pos,7113.986092,20ARMI0957,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120716,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120716,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120716,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120716,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/23/2020,RABO,900067000120715,12.9,F,A,53,Y,0,2000800144,neg,0,20ARMI1873,,0,0,,
SummitMeadow,Y-1526A,8/18/2020,RASI,900067000120714,27.2,M,A,65,Y,0,2000800347,pos,35356.79428,,,0,0,,
FoxCreek,P-850D,8/7/2020,RABO,900067000120713,6.7,M,A,40,Y,0,2000800342,neg,0,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120712,88,F,A,94,Y,0,1902600077,neg,0,20ARMI0965,Very gravid,0,0,,
FoxCreek,P-850B/C,6/24/2020,RABO,900067000120711,16.9,F,A,56,Y,0,2000800155,neg,0,20ARMI1881,,0,0,,
FoxCreek,P-850D,6/29/2021,RABO,900067000120708,10.7,M,A,47,Y,0,2100600096,neg,0,21ARMI2419,,0,0,,
FoxCreek,P-850D,7/2/2021,RABO,900067000120708,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/2/2021,RABO,900067000120707,19.3,F,A,55,Y,0,2100600104,neg,0,21ARMI2429,,0,0,,
SummitMeadow,Y-1687,9/7/2019,RASI,900067000120706,29.8,,,,Y,1,1902600419,,,,Missing bd,0,0,,
SummitMeadow,Y-029,8/20/2020,RASI,900067000120706,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/6/2020,RABO,900067000120704,6.4,F,A,42,Y,0,2000800331,pos,140719.5713,,,0,0,,
FoxCreek,P-850B/C,8/7/2020,RABO,900067000120704,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120703,41.5,M,A,81,Y,0,1902600070,pos,11723.06295,20ARMI0963,Thumb pads not that dark.  Wavy mid dorsal stripe goes through left eye.,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900067000120703,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900067000120703,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900067000120703,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/4/2020,RABO,900067000120702,8.7,M,A,42,Y,0,2000800250,pos,7350.52566,20ARMI1896,,0,0,,
FoxCreek,P-850B/C,6/29/2021,RABO,900067000120701,15.7,F,A,53,Y,0,2100600090,neg,0,21ARMI2404,,0,0,,
FoxCreek,P-850B/C,8/6/2020,RABO,900067000120701,7,F,A,40,Y,0,2000800333,pos,189532.0705,,,0,0,,
FoxCreek,P-850D,8/6/2020,RABO,900067000120700,25.3,F,A,63,Y,0,2000800339,neg,0,,,0,0,,
SummitMeadow,Y-029,8/22/2020,RASI,900067000120699,63.3,F,A,80,Y,0,2000800358,pos,10809.94731,20ARMI1810,,0,0,,
FoxCreek,P-850A,8/6/2020,RABO,900067000120698,7,M,A,40,Y,0,2000800256,neg,0,20ARMI1903,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900067000120697,68.6,M,A,90,Y,0,1902600066,neg,0,20ARMI0959,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900067000120697,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,8/6/2020,RABO,900067000120696,6.6,F,A,41,Y,0,2000800258,pos,1464924.663,20ARMI1905,,0,0,,
SummitMeadow,Y-1526A,7/21/2020,RASI,900067000120694,20.4,M,A,56,Y,0,2000800195,neg,0,,,0,0,,
SummitMeadow,Y-1526A,8/21/2020,RASI,900067000120694,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/23/2021,RASI,900067000120694,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/3/2020,RABO,900067000120693,8.9,M,A,47,Y,0,2000800203,neg,0,20ARMI1885,,0,0,,
FoxCreek,P-850D,8/4/2020,RABO,900067000120693,,,,,N,,,,,,,0,0,,
